elev_id,line,station_renamed,alt_svc_text,alt_svc_text_140,alt_elev_ids,parent_stop_id,elev_type
840,O,SULLIVAN - Lobby to Forest Hills Platform,"If exiting, exit the train and at the opposite side of the platform, wait for an Oak Grove train to arrive. Cross through the train to the opposite platform and use Sullivan Square Elevator 881 to reach the lobby. \nIf boarding, please use Sullivan Square Elevator 881 to the Oak Grove-bound platform. As you exit the elevator at the platform level, turn left to wait for an Oak Grove-bound train. Cross through the train to the opposite platform and wait for a Forest Hills-bound train.",Sullivan Square Elevator 840 (Forest Hills platform to lobby) is not working. Contact station personnel to use Sullivan Square Elevator 881.,881,place-sull,Elevator
841,O,FOREST HILLS - Commuter Rail Platform to Lobby,"Please contact station personnel or conductor for assistance. For inbound commuter rail riders, please disembark at Back Bay and return to Forest Hills via the Orange Line.\nFor outbound customers, please take the Orange Line to Back Bay and board the commuter rail at Back Bay. Please contact station personnel for assistance.",Forest Hills Elevator 841 (commuter Rail platform to lobby) is not working. Contact station personnel or train conductor for assistance.,n/a,place-forhl,Elevator
842,O,FOREST HILLS - Orange Line Platform to Lobby,"If exiting, exit the Orange Line at Green Street and see station personnel or use the call box to request assistance. If boarding, see station personnel or use the call box at Forest Hills to request assistance. Alternatively, the Route 39 bus service operates from Back Bay to Forest Hills every fifteen minutes or less.",Forest Hills Elevator 842 (Orange Line platform to lobby) is not working. See www.mbta.com for alt service.,844,place-forhl,Elevator
843,O,FOREST HILLS - Lobby to Busway,"If exiting the station, exit using the Washington Street/Arboretum exit and turn right down the ramp to Hyde Park Avenue. If entering the station from Hyde Park Avenue, turn right to go up the ramp and bear left to the Washington Street/Arboretum entrance.",Forest Hills Elevator 843 (lobby to lower busway) is not working. Contact station personnel for assistance.,n/a,place-forhl,Elevator
844,O,GREEN STREET - Orange Line Platform to Lobby,"If exiting, exit the Orange Line at Forest Hills and see station personnel or use the call box to request assistance. If boarding, see station personnel or use the call box at Green Street to request assistance.",Green Street Elevator 844 (Orange Line platform to lobby) is not working. See www.mbta.com for alt service.,"841, 842, 843",place-grnst,Elevator
845,O,STONY BROOK - Orange Line Platform to Lobby,"If exiting, exit the Orange Line at Jackson Square and see station personnel or use the call box to request assistance. If boarding, see station personnel or use the call box at Stony Brook to request assistance.",Stony Brook Elevator 845 (Orange Line platform to lobby) is not working. See www.mbta.com for alt service.,846,place-sbmnl,Elevator
846,O,JACKSON SQUARE - Orange Line Platform to Lobby,Customers requiring elevator access to exit the station must exit at Roxbury Crossing and board the Route 22 bus service to Jackson Square. Customers desiring elevator access to enter the station should board the Route 22 bus service at Jackson Square to Roxbury Crossing for Orange Line service. Please see station personnel for assistance.,Jackson Square Elevator 846 (Orange Line platform to lobby) is not working. See www.mbta.com for alt service.  ,845,place-jaksn,Elevator
847,O,ROXBURY CROSSING - Orange Line Platform to Lobby,Customers desiring elevator service at Roxbury Crossing must continue to Ruggles and board the Route 22 bus back to Roxbury Crossing. Customers desiring to enter the station should see station personnel for further assistance.,Roxbury Crossing Elevator 847 (platform to lobby) is not working.  See www.mbta.com for alt service.  ,"848, 849, 850, 851",place-rcmnl,Elevator
848,O,RUGGLES - Lobby to Lower Busway,Please use the call box or see station personnel for assistance traveling around the station to the lower busway.,Ruggles Elevator 848 (lobby to lower busway) is not working. Contact station personnel for assistance accessing the lower busway.  ,n/a,place-rugg,Elevator
849,O,RUGGLES - Commuter Rail Platform to Lobby,"Please contact station personnel or conductor for assistance. For inbound commuter rail riders, please disembark at Back Bay and return to Ruggles via the Orange Line.  \nFor outbound customers, please take the Orange Line to Back Bay and board the commuter rail at Back Bay. Please contact station personnel for assistance.",Ruggles Elevator 849 (commuter rail platform to lobby) is not working. Contact station personnel or train conductor for assistance.,n/a,place-rugg,Elevator
850,O,RUGGLES - Orange Line Platform to Lobby,Customers desiring to exit the station must continue to Jackson Square and see station personnel or the call box to utilize bus service back to Ruggles. Customers desiring elevator service to enter the station must see station personnel for further assistance.,Ruggles Elevator 850 (Orange Line platform to lobby) is not working. See www.mbta.com for alt service.  ,847,place-rugg,Elevator
851,O,RUGGLES - Lobby to Northeastern University/Forsythe Way,Please use the call box or see station personnel for assistance traveling around the station for the alternate entrance/exit.,Ruggles Elevator 851 (lobby & upper busway to Northeastern University/Forsythe Way) is not working. Contact station personnel for assistance accessing other entrance.,n/a,place-rugg,Elevator
852,O,MASS AVE - Orange Line Platform to Lobby,"If exiting, exit the Orange Line at Back Bay and see station personnel or use the call box to request assistance.  If boarding, see station personnel or use the call box at Massachusetts Avenue to request assistance.",Massachusetts Avenue Elevator 852 (Orange Line platform to lobby) is not working. See www.mbta.com for alt service.  ,853,place-masta,Elevator
853,O,BACK BAY - Orange Line Platform to Lobby,"If exiting, exit the Orange Line at Mass Ave and see station personnel or use the call box to request assistance.  If boarding, see station personnel or use the call box at Back Bay to request assistance.",Back Bay Elevator 853 (Orange Line platform to lobby) is not working.  See www.mbta.com for alt service.,852,place-bbsta,Elevator
854,O,BACK BAY - Commuter Rail Track 2 to Lobby,"Please contact station personnel or conductor for assistance. Alternatively, please board at South Station.",Back Bay Elevator 853 (commuter rail track 2 to lobby) is not working. Contact a conductor for assistance or go to South Station.,n/a,place-bbsta,Elevator
855,O,BACK BAY - Commuter Rail Tracks 1&3 to Lobby,"Please contact station personnel official or conductor for assistance. Alternatively, please board at South Station.",Back Bay Elevator 855 (commuter rail tracks 1 and 3 to lobby) is not working. Contact a conductor for assistance or go to South Station.,n/a,place-bbsta,Elevator
856,O,BACK BAY - Commuter Rail Tracks 4&5 to Lobby,"Please contact station personnel or conductor for assistance. Alternatively, please board at South Station.",Back Bay Elevator 855 (commuter rail tracks 4 and 5 to lobby) is not working. Contact a conductor for assistance or go to South Station.,n/a,place-bbsta,Elevator
857,O,TUFTS - Lobby to Washington St,"If exiting, exit the Orange Line at Back Bay and see station personnel or use the call box to request assistance. If boarding, see station personnel or use the call box at Tufts Medical Center to request assistance. Alternatively, travel to nearby Chinatown Station.",Tufts Medical Center Elevator 857 (lobby to Washington Street) is not working. See www.mbta.com for alt service. ,"858, 859, 853",place-tumnl,Elevator
858,O,TUFTS - Oak Grove Platform to Lobby,"If exiting, exit the Orange Line at Back Bay and see station personnel or use the call box to request assistance. If boarding, see station personnel or use the call box at Tufts Medical Center to request assistance. Alternatively, travel to nearby Chinatown Station.",Tufts Medical Center Elevator 858 (Oak Grove-bound platform to lobby) is not working. See www.mbta.com for alt service.,"858, 859, 853",place-tumnl,Elevator
859,O,TUFTS - Forest Hills Platform to Lobby,"If exiting, exit the Orange Line at Back Bay and see station personnel for or use the call box to request assistance. If boarding, see station personnel or use the call box at Tufts Medical Center to request assistance. Alternatively, travel to nearby Chinatown Station.",Tufts Medical Center Elevator 859 (Forest Hills-bound platform to lobby) is not working. See www.mbta.com for alt service.  ,"858, 859, 853",place-tumnl,Elevator
860,R,CENTRAL - Alewife Bound Platform to Street,"If exiting at Central Square, exit the Red Line at Harvard Square, switch to an Ashmont-/Braintree-bound train, and exit at Central Square. If boarding at Central Square, take the Route 1 bus service to Harvard Square and board the Red Line.",Central Square Elevator 860 (Alewife-bound platform to street) is not working. See www.mbta.com for alt service.,"861, 821, 973",place-cntsq,Elevator
861,R,CENTRAL - Ashmont/Braintree Platform to Street,"If exiting at Central Square, exit the Red Line at Harvard Square and take the Route 1 bus service to Central Square. Alternatively, exit at Kendall, take an Alewife-bound train to Central Square, and exit using Central Square Elevator 860. If boarding at Central Square, cross the street and take Elevator 860 to the Alewife-bound platform. Take the Red Line to Harvard Square and switch to an Ashmont-/Braintree-bound train.",Central Square Elevator 861 (Ashmont/Braintree platform to street level) is not working. See www.mbta.com for alt service.,"860, 821, 973,  863, 866",place-cntsq,Elevator
863,R,KENDALL - Ashmont/Braintree Platform to Street,"If exiting at Kendall, exit the Red Line at Charles/MGH, switch to an Alewife train, and exit at Kendall using Kendall Elevator 866. If boarding at Kendall, cross the street and use Kendall Elevator 866 to board an Alewife-bound train to Harvard Square. At Harvard Square, board an Ashmont-/Braintree-bound Red Line train. Alternatively, take the Route 68 bus connecting Harvard Square and Kendall.",Kendal Elevator 863 (Ashmont/Braintree platform to street) is not working. See www.mbta.com for alt service.  ,"866, 821, 973, 951, 952",place-knncl,Elevator
864,O,WELLINGTON - Lobby to Oak Grove Platform,"If exiting, exit the train on the left and use Wellington Elevator 865 on the Forest Hills-bound platform. If boarding,  use Wellington Elevator 865 to the Forest Hills platform. As you exit the elevator at the platform level, turn right to board an Oak Grove-bound train.",Wellington Elevator 864 (Oak Grove platform to lobby) is not working. Use Wellington Elevator 865 on the Forest Hills-bound platform.  ,865,place-welln,Elevator
865,O,WELLINGTON - Lobby to Forest Hills Platform,"If exiting, exit the train and at the opposite side of the platform, wait for an Oak Grove train to arrive. Cross through the train to the opposite platform and use Wellington Elevator 864 to reach lobby.\nIf boarding, please use Wellington Elevator 864 to the Oak Grove-bound platform and cross to the Forest Hills platform through an Oak Grove train.",Wellington Elevator 865 (Forest Hills platform to lobby) is not working. Contact station personnel to use Wellington Elevator 864.,864,place-welln,Elevator
866,R,KENDALL - Alewife Bound Platform to Street,"If exiting at Kendall, exit the Red Line at Harvard Square, take an Ashmont-/Braintree-bound Red Line train to Kendall, and exit using Kendall Elevator 863. If boarding at Kendall, cross street and use Kendall Elevator 863 to board an Ashmont-/Braintree-bound train to Charles/MGH. At Charles/MGH, board an Alewife-bound Red Line train.",Kendal Elevator 866 (Alewife-bound platform to street) is not working. See www.mbta.com for alt service.  ,"863, 821, 973, 951, 952",place-knncl,Elevator
867,R,BROADWAY - Red Line Platform to Lobby,Customers desiring elevator service at Broadway must continue to Andrew and see station personnel for further assistance. Customers desiring elevator service to enter the station should use the call box for further assistance.,Broadway Elevator 867 (platform to lobby) is not working. See www.mbta.com for alt service.,"872, 879, 880",place-brdwy,Elevator
868,R,BROADWAY - Lobby to Street,Customers desiring elevator service at Broadway must continue to Andrew and see station personnel for further assistance. Customers desiring elevator service to enter the station should use the call box for further assistance.,Broadway Elevator 868 (lobby to street) is not working. See www.mbta.com for alt service. ,"872, 879, 880",place-brdwy,Elevator
869,R,DOWNTOWN CROSSING - Alewife Bound Platform to Concourse,"To exit the Red Line nearby, remain on the Red Line and exit at Park Street using the center platform. Take Park Street Elevator 808 to the lobby, go straight, and travel down the Winter Street Concourse. Pass through the fare gates and take Downtown Crossing Elevator 892 to the street.\nTo board Alewife-bound Red Line service from Downtown Crossing, use Park Street Elevators 804 and 808 located at the corner of Winter and Tremont Street. Alternatively, use Downtown Crossing Elevator 892 located at the corner of Winter and Washington Streets. After paying your fare, take a left and travel up the Winter Street Concourse. Take the elevator to the Red Line center platform.\nNote: Customers can connect between the Downtown Crossing concourse and the street by using an elevator located through the glass doors to the left of the CharlieCard Store. This elevator will take you to the lobby of 101 Arch Street, located off of Winter Street.",Downtown Crossing Elevator 869 (Alewife-bound platform) is not working. See www.mbta.com for alt service.,"804, 808, 892",place-dwnxg,Elevator
870,R,DOWNTOWN CROSSING - Ashmont/Braintree Bound Platform to Concourse,"To exit the Red Line nearby, exit the train at Park Street using the center platform. Take the Park Street Elevator 808 to the lobby, take a left, and travel down the Winter Street Concourse toward the Orange Line. Exit through the fare gates and take Downtown Crossing Elevator 892 to the street.\nTo access Ashmont-/Braintree-bound Red Line service from Downtown Crossing, board an Alewife-bound train by using Downtown Crossing Elevator 869. Exit at Park Street using the center platform. Cross the center platform and board an Ashmont-/Braintree-bound train.",Downtown Crossing Elevator 870 (Ashmont-/Braintree-bound platform) is not working. See www.mbta.com for alt service.  ,"808, 869, 892",place-dwnxg,Elevator
871,R,QUINCY CENTER - Lobby/Busway to Parking Garage,Please use adjacent Quincy Center Elevator 810.,Quincy Center Elevator 871 (parking garage to lobby) is not working. Please use adjacent Quincy Center Elevator 810.,810,place-qnctr,Elevator
872,R,ANDREW - Lobby to Street,Customers desiring elevator service at Andrew  must exit at Broadway  and see station personnel for further assistance. Customers desiring elevator service to enter the station should use the call box for further assistance.,Andrew Elevator 872 (lobby to street) is not working. See www.mbta.com for alt service.  ,"868, 867",place-andrw,Elevator
876,O,CHINATOWN - Oak Grove Platform to Washington & Essex Sts,"If exiting, exit the Orange Line at Tufts Medical Center. Take the elevators to the street. At the street, cross Washington Street to take the Silver Line to Chinatown. Alternatively, if you are able, exit at Downtown Crossing and follow Washington Street one-quarter of a mile south to Boylston and Essex Streets. \nIf boarding, use Chinatown Elevator 922 and take the Forest Hills-bound train to Tufts Medical Center. At Tufts, switch to an Oak Grove-bound train.",Chinatown Elevator 876 (Oak Grove platform to Washington and Essex Streets) is not working. See www.mbta.com for alt service.,"922, 857, 858, 859",place-chncl,Elevator
879,R,ANDREW - Ashmont/Braintree Bound Platform to Lobby,"If exiting the station, exit at JFK/UMass and switch to an Alewife-bound train. Use Andrew Elevator 880 to reach the lobby. If boarding at Andrew, take Andrew Elevator 880 to an Alewife-bound train. Exit at Broadway, cross the center platform, and board an Ashmont-/Braintree-bound train.",Andrew Elevator 879 (Ashmont/Braintree-bound platform to lobby) is not working. See www.mbta.com for alt service.,"880, 872",place-andrw,Elevator
880,R,ANDREW - Alewife Bound Platform to Lobby,"If exiting the station, exit at Broadway and switch to an Ashmont-/Braintree-bound train. Exit the train at Andrew and use Andrew Elevator 879 to reach the lobby. If boarding at Andrew, take Andrew Elevator 879 to an Ashmont/Braintree train. Exit at JFK/UMass and switch to an Alewife-bound train.",Andrew Elevator 880 (Alewife-bound platform to lobby) is not working. See www.mbta.com.,879,place-andrw,Elevator
881,O,SULLIVAN - Lobby to Oak Grove Platform,"If exiting, please exit the train on the left (Forest Hills-bound platform) to access Sullivan Square Elevator 840. \nIf boarding, please use Sullivan Square Elevator 840 to the Forest Hills-bound platform. As you exit the elevator at the platform level, turn right to board an Oak Grove-bound train.",Sullivan Elevator 881 (Oak Grove Platform to lobby) is not working. Contact a station personnel for assistance using Sullivan Elevator 840.,840,place-sull,Elevator
884,B,REVERE BEACH - Bowdoin platform to Lobby,"If exiting, exit the Blue Line at Beachmont and switch to a Wonderland-bound train. Exit at Revere Beach using Revere Beach Elevator 885. If boarding, take Revere Beach Elevator 885 to Wonderland and switch to a Government Center-bound train.",Revere Beach Elevator 884 (Government Center-bound platform to lobby) is not working. See www.mbta.com for alt service.  ,n/a,place-rbmnl,Elevator
885,B,REVERE BEACH - Wonderland Platform to Lobby,"If exiting, exit the Blue Line at Wonderland and switch to a Government Center-bound train. Exit at Revere Beach using Revere Beach Elevator 884. If boarding, take Revere Beach Elevator 884 to Beachmont and switch to a Wonderland-bound train.",Revere Beach Elevator 885 (Wonderland-bound platform to lobby) is not working. See www.mbta.com for alt service.  ,n/a ,place-rbmnl,Elevator
886,B,BEACHMONT - Bowdoin platform to Lobby,"If on the Blue Line, exit at Suffolk Downs and to board a Wonderland-bound train to return to Beachmont. If boarding, take a Wonderland-bound Blue Line train to Revere Beach and use the footbridge to cross over the tracks to board a Government Center-bound train.",Beachmont Elevator 886 (Government Center-bound platform to lobby) is not working. See www.mbta.com for alt service.,"884, 885",place-bmmnl,Elevator
887,B,BEACHMONT - Wonderland Platform to Lobby,"If on the Blue Line, exit at Revere Beach and cross over the tracks to board a Government-Center-bound train to return to Beachmont. If boarding, take a Government Center-bound train to Suffolk Downs. At Suffolk Downs, cross over the tracks and board a Wonderland-bound train.",Beachmont Elevator 887 (Wonderland-bound platform to lobby) is not working. See www.mbta.com for alt service.,"886, 884, 885",place-bmmnl,Elevator
889,B,WOOD ISLAND - Bowdoin - bound platform to Bennington Street,"If exiting,  exit the Blue Line at Orient Heights and see station personnel or use the call box to request assistance. If boarding, see station personnel or use the call box at Wood Island to request assistance. Alternatively, use the Route 120 bus service to connect between Wood Island and Orient Heights.",Wood Island Elevator 889 (platform to Bennington Street) is not working. See www.mbta.com for alt service.  ,890,place-wimnl,Elevator
890,B,WOOD ISLAND - Mezzanine to the Wonderland - bound platform,"If exiting, exit the Blue Line at Orient Heights and see station personnel or use the call box to request assistance. If boarding, see station personnel or use the call box at Wood Island to request assistance. Alternatively, use the Route 120 bus service to connect between Wood Island and Orient Heights.",Wood Island Elevator 890 (mezzanine to Bowdoin-bound platform) is not working. See www.mbta.com for alt service.  ,889,place-wimnl,Elevator
891,O,DOWNTOWN CROSSING - Oak Grove Platform to Franklin & Washington Sts,"If exiting, travel down the concourse and use the elevator located through the glass doors and to the left of the MBTA's CharlieCard store. This elevator will take you to the lobby of 101 Arch Street, located off of Summer Street.\nIf boarding,  travel to 101 Arch Street (located to the right of Men's Wearhouse on Summer Street). Take the elevator in the back left corner of the lobby to the concourse. Take a right and find the Oak Grove-bound platform ahead.",Downtown Crossing Elevator 891 (platform to Franklin and Washington Sts) is not working. Use Downtown Crossing Elevator at 101 Arch St.,101 Arch,place-dwnxg,Elevator
892,O,DOWNTOWN CROSSING - Forest Hills Platform to Winter & Washington Sts,"If exiting, travel down the Winter Street Concourse. Take Park Street Elevator 804 on your left to the street.  \nIf boarding, take Park Street Elevator 804 (located at the intersection of Winter Street and Tremont Street) down to the lobby. Take a right and travel down the Winter Street Concourse.",Downtown Crossing Elevator 892 (platform to Winter and Washington Streets) is not working. Use Park St Elevator 804 at Park and Winter Sts.,804,place-dwnxg,Elevator
896,R,QUINCY CENTER - Commuter Rail Platform to Lobby,"Customers coming from South Station or JFK/UMass should use the Red Line.  \nFor customers coming from the Old Colony Lines, please contact the conductor to arrange a stop at Braintree. At Braintree, customers may transfer to the Red Line for Alewife-bound  service to Quincy Center. Please contact station personnel for assistance.",Quincy Center Elevator 896 (commuter rail platform to lobby) is not working. See www.mbta.com for alt service.,n/a,place-qnctr,Elevator
897,R,N QUINCY - Hancock Parking to North Lobby,"At the street level, travel across the parking lot to the south lobby/busway. At the south lobby, use North Quincy Elevator 900 to reach the platform.",North Quincy Elevator 897 (Hancock parking to north lobby) is not working. Please use south lobby entrance for access.,900,place-nqncy,Elevator
898,R,N QUINCY - Newport Ave Parking to North Lobby ,"Customers desiring to enter and exit the station can utilize North Quincy Elevator 897 (Hancock Street parking to north lobby). For assistance traveling around the station, use the call box or see station personnel.",North Quincy Elevator 898 (Newport Ave parking to north lobby) is not working. Use the south lobby entrance and North Quincy Elevator 897. ,897,place-nqncy,Elevator
899,R,N QUINCY - Red Line Platform to North Lobby,"At the street level, travel across the parking lot to the south lobby/busway. At the main lobby, use North Quincy Elevator 900 to reach the platform.",North Quincy Elevator 899 (platform to north lobby) is not working. Use south lobby North Quincy Elevator 900 and entrance.,900,place-nqncy,Elevator
900,R,N QUINCY - Red Line Platform to Main Lobby/Buses,"If exiting, use North Quincy Elevator 899 to the lobby and North Quincy Elevator 897 (lobby to Hancock Street). If boarding, travel across the parking lot to the north lobby.",North Quincy Elevator 900 (platform to south lobby) is not working. Use the north lobby elevator and entrance for access.,"899, 897",place-nqncy,Elevator
901,R,SOUTH STATION - Ashmont/Braintree Bound Platform to Lobby and Silver Line Waterfront/Airport,"To exit to the street or reach the platforms, customers can use South Station Elevator 918 in the lobby.",South Station Elevator 901 (Ashmont-/Braintree-bound platform) is not working. Use South Station Elevator 918 for platform/lobby access.,918,place-sstat,Elevator
903,O,HAYMARKET - Oak Grove Platform to Lobby at Congress St,"If exiting the station, continue to the end of the platform to reach Haymarket Elevator 906. Upon exiting Haymarket Elevator 906, turn right to use the hallway to reach Haymarket Elevator 905. Take Haymarket Elevator 905 up to the Oak Grove platform.  \nIf boarding from the street, use Haymarket Elevator 904 to the Forest Hills platform. Then travel to the end of the platform to use Haymarket Elevator 905 to cross under the Orange Line tracks. Upon exiting Haymarket Elevator 905, turn left and proceed to Haymarket Elevator 906 to reach the Oak Grove Orange Line platform.",Haymarket Elevator 903 (Oak Grove Orange Line platform to Congress Street lobby) is not working. See www.mbta.com for alt service.  ,"904, 905, 906, 907, 908",place-haecl,Elevator
904,O,HAYMARKET - Forest Hills Platform to Lobby at Congress St,"If exiting, continue to the end of the platform to reach Haymarket Elevator 905. Upon exiting Haymarket Elevator 905, turn right to use the hallway to reach Haymarket Elevator 906. Take Haymarket Elevator 906 up to  the sub level. Exit fare gates and use Haymarket Elevator 908 to exit to the street. \nIf boarding, use Haymarket Elevator 903 to the Oak Grove platform. Then travel to the end of the platform to use Haymarket Elevator 907 to cross under the Orange Line tracks. Upon exiting Haymarket Elevator 907, turn left and proceed to Haymarket Elevator 905 to reach the Forest Hills Orange Line platform. Alternatively, use the entrance at New Sudbury and New Chardon Streets for Haymarket Elevator 908. Exit the elevator and go through the fare gates. Turn right for Haymarket Elevator 906 to the Green Line.",Haymarket Elevator 904 (Forest Hills Orange Line platform to Congress Street lobby) is not working.  See www.mbta.com for alt service.,"903, 905, 906, 907, 908",place-haecl,Elevator
905,O,HAYMARKET - Forest Hills Platform to Underpass,"If exiting, please use Haymarket Elevator 904 to go up to the lobby at Congress Street. If you are transferring to the Green Line, take Haymarket Elevator 904 up to the lobby. At the lobby, take Haymarket Elevator 903 down to the Oak Grove platform. Exit to the right and travel to the end of the platform to use Haymarket Elevator 907 to cross under the Orange Line tracks. Upon exiting Haymarket Elevator 907, turn right and proceed to Haymarket Elevator 906 to reach the Green Line platform.",Haymarket Elevator 905 (Forest Hills Orange Line platform to underpass) is not working. See www.mbta.com for alt service.,"904, 903, 906, 907, 908",place-haecl,Elevator
906,O,HAYMARKET - Green Line Platform to Orange Line Underpass,"If boarding/exiting the Green Line, use Haymarket Elevator 908 at the New Sudbury and New Chardon Streets entrance to enter the Green Line. If boarding/exiting the Orange Line, use Elevators 903 or 904 at the Congress Street entrance.",Haymarket Elevator 906 (Green Line platform to Orange Line underpass) is not working. See www.mbta.com for alt service.,"904, 905, 903, 907, 908",place-haecl,Elevator
907,O,HAYMARKET - Oak Grove Platform to Orange Line Underpass,"If exiting, please use Haymarket Elevator 903 to go up to the lobby at Congress Street.  \nIf you are transferring to the Green Line, take Haymarket Elevator 903 up to the lobby. At the lobby, take Haymarket Elevator 904 down to the Forest Hills platform. Exit to the left and travel to the end of the platform to use Haymarket Elevator 905 up to the sub level to exit. Turn right and proceed to Haymarket Elevator 906 to reach the Green Line platform.",Haymarket Elevator 907 (Oak Grove Orange Line platform to underpass) is not working. See www.mbta.com for alt service.,"904, 905, 906, 903, 908",place-haecl,Elevator
908,G,"HAYMARKET - Green Line Lobby to Busway, New Sudbury & New Chardon Streets","If exiting the Green Line, take Haymarket Elevator 906 down to the sub level to gain access to Haymarket Elevator 905 (Orange Line to Forest Hills) and Haymarket Elevator 904 to exit the station.\nIf boarding, travel to the corner of New Sudbury and Congress Streets. Cross New Sudbury to reach the Orange Line lobby at Congress Street. From this lobby, Haymarket Elevator 903 serves the Oak Grove platform and Haymarket Elevator 904 serves the Forest Hills platform. From both platforms, elevators also connect to an underpass to reach the Green Line platform.","Haymarket Elevator 908 (Green Line lobby to busway, New Sudbury and Chardon Streets) is not working. See www.mbta.com for alt service.","904, 905, 906, 907, 903",place-haecl,Elevator
909,O,NORTH STATION - Lobby to Valenti Way,"If exiting, travel along the Green Line platform to reach the main station lobby. Once there, pass through the fare gates. Turn right to use North Station Elevator 912 (lobby to Causeway Street) located adjacent to the fare gates. Alternatively, continue down the commuter rail hallway to reach North Station Elevator 941 (lobby to commuter rail and Boston Garden). \nIf boarding, travel one-tenth of a mile down Canal or Beverly Streets to the North Station entrances on Causeway Street.",North Station Elevator 909 (lobby to Valenti Way) is not working. Please use North Station Elevators 941 b(Boston Garden/commuter rail) or 912 (Canal Street).,"941, 912",place-north,Elevator
910,O,NORTH STATION - Lobby to Inbound Green and Forest Hills - bound Orange Line Platforms,"If exiting, exit the train to Haymarket and return to North Station on an Oak Grove- (Orange Line) or Lechmere-/North Station- (Green Line) bound train. Alternatively, customers may exit at Haymarket, cross New Chardon Street, and travel three-tenths of a mile down Canal Street to North Station at Causeway Street.",North Station Elevator 910 (inbound Orange and Green Line platforms to lobby) is not working. See www.mbta.com for alt service.,"912, 903, 904, 905, 906, 907",place-north,Elevator
911,O,NORTH STATION - Oak Grove Platform to Lobby ,"If exiting, take the Orange Line to Community College and return to North Station on a Forest Hills-bound train and exit using North Station Elevator 910. If boarding, use North Station Elevator 910 to board a Forest Hills-bound train. At Haymarket, switch to an Oak Grove-bound train.  \nAlternatively, customers may exit at Haymarket, cross New Chardon Street, and travel three-tenths of a mile down Canal Street to North Station at Causeway Street.",North Station Elevator 911 (Oak Grove-bound Orange Line platform to lobby) is not working. See www.mbta.com for alt service.,"933, 903, 904, 905, 906, 907",place-north,Elevator
912,O,NORTH STATION - Lobby to Causeway St,"If exiting, pass through the fare gates and walk the full length of the Green Line platform to reach the opposite lobby at Valenti Way. At this lobby, use North Station Elevator 909 (lobby to Valenti Way) to reach the street level. \nIf boarding, travel one-tenth of a mile down Haverhill Street to the entrance located at the intersection of Haverhill Street and Valenti Way.",North Station Elevator 912 (lobby to Causeway St) is not working. Use North Station Elevator 909 (Valenti Way).,"909, 941, ",place-north,Elevator
913,B,AQUARIUM - Wonderland Platform to 200 State St Lobby,"If exiting, please use Aquarium Elevator 924 at the opposite end of the platform. If boarding, cross the Rose Kennedy Greenway and use the main entrance at the New England Aquarium and Long Wharf Marriot.",Aquarium Elevator 913 (Wonderland-bound platform to 200 State Street lobby) is not working. See www.mbta.com for alt service.  ,"924, 966",place-aqucl,Elevator
914,B,AQUARIUM - Bowdoin platform to 200 State St Lobby,"If exiting, please use Aquarium Elevator 923 at the opposite end of the platform. If boarding, cross the Rose Kennedy Greenway and use the station elevator at the main entrance near the New England Aquarium and Long Wharf Marriot.",Aquarium Elevator 913 (Government Center-bound platform to 200 State Street lobby) is not working. See www.mbta.com for alt service.  ,923,place-aqucl,Elevator
915,B,AQUARIUM - Street to 200 State St Lobby,"If exiting,  use Aquarium Elevator 925 in the main lobby at Long Wharf by traveling to the opposite end of the platform. If boarding, cross the Rose Kennedy Greenway and use the opposite Aquarium entrance.",Aquarium Elevator 913 (mezzanine to 200 State Street lobby) is not working. See www.mbta.com for alt service.  ,925,place-aqucl,Elevator
917,G,PRUDENTIAL - Lobby to Street,"If exiting, exit the Green Line at Northeastern University and board the Route 39 bus service to Prudential. If boarding, take the Route 39 bus service to Northeastern University and board the Green Line.",Prudential Elevator 917 (lobby to street) is not working. Use Route 39 bus to Northeastern to connect to the Green Line.,n/a,place-prmnl,Elevator
918,R,SOUTH STATION - Ashmont/Braintree Bound Platform to Lobby and Silver Line Waterfront/Airport,"To exit to the street or reach the platforms, use South Station Elevator 901 in the lobby.",South Station Elevator 918 (Ashmont-/Braintree-bound platform) is not working. Use South Station Elevator 901 for platform/lobby access.,901,place-sstat,Elevator
919,R,SOUTH STATION - Alewife Bound Platform to Silver Line Platform,"If exiting the Red Line, use South Station Elevator 927 to the P1 Level of the Silver Line. Exit the elevator, go straight past the stairs, and turn right to South Station Elevator 901. Exit at the lobby.   \nIf boarding, cross the lobby and take South Station Elevator 901 down to the Silver Line platform. Take South Station Elevator 927 to the Red Line platform to Alewife.",South Station Elevator 919 (Alewife-bound platform to Silver Line) is not working. Use South Station Elevators 927 and 901.,"927, 901",place-sstat,Elevator
920,G,PRUDENTIAL - Heath St Platform to Lobby,"If exiting,  please exit the Green Line at Northeastern University and transfer to inbound E-Line train service back to Prudential. If boarding, use the inbound Prudential Elevator 921 and take the Green Line to Arlington. Then transfer to outbound service. Alternatively, use Route 39 bus service to connect between Prudential and Back Bay.",Prudential Elevator 920 (lobby to Heath Street-bound platform) is not working. See www.mbta.com for alt service.,"853, 917, 921, 962, 963, 964",place-prmnl,Elevator
