route_pattern_id,route_id,direction_id,route_pattern_name,route_pattern_time_desc,route_pattern_typicality,route_pattern_sort_order,representative_trip_id,canonical_route_pattern
Red-3-0,Red,0,Alewife - Braintree,,1,100100000,canonical-Red-C1-0,1
Red-1-0,Red,0,Alewife - Ashmont,,1,100100001,canonical-Red-C2-0,1
Red-3-1,Red,1,Braintree - Alewife,,1,100101000,canonical-Red-C1-1,1
Red-1-1,Red,1,Ashmont - Alewife,,1,100101001,canonical-Red-C2-1,1
Mattapan-_-0,Mattapan,0,Ashmont - Mattapan,,1,100110000,canonical-Mattapan-C1-0,1
Mattapan-_-1,Mattapan,1,Mattapan - Ashmont,,1,100111000,canonical-Mattapan-C1-1,1
Orange-3-0,Orange,0,Oak Grove - Forest Hills,,1,100200000,canonical-Orange-C1-0,1
Orange-3-1,Orange,1,Forest Hills - Oak Grove,,1,100201000,canonical-Orange-C1-1,1
Green-B-812-0,Green-B,0,Government Center - Boston College,,1,100320000,canonical-Green-B-C1-0,1
Green-B-816-0,Green-B,0,Medford/Tufts - Boston College,Mornings only,3,100320040,60564128,2
Green-B-812-1,Green-B,1,Boston College - Government Center,,1,100321000,canonical-Green-B-C1-1,1
Green-B-816-1,Green-B,1,Boston College - Medford/Tufts,Early mornings only,3,100321040,60564040,2
Green-C-832-0,Green-C,0,Government Center - Cleveland Circle,,1,100330000,canonical-Green-C-C1-0,1
Green-C-836-0,Green-C,0,Medford/Tufts - Cleveland Circle,Mornings only,3,100330040,60564111,2
Green-C-832-0_70202_70151_2,Green-C,0,Kenmore - Cleveland Circle,,4,100330990,60564105-GovtCtrKenmoreCDGovtCtrNorthStaHeathNorthSus2,2
Green-C-836-0_70206_70202_0,Green-C,0,Medford/Tufts - North Station,,4,100330990,60564111-GovtCtrKenmoreCDGovtCtrNorthStaHeathNorthSus0,2
Green-C-836-0_70206_70202_2_70202_70151_2,Green-C,0,Kenmore - Cleveland Circle,,4,100330990,60564111-GovtCtrKenmoreCDGovtCtrNorthStaHeathNorthSus22,2
Green-C-832-1,Green-C,1,Cleveland Circle - Government Center,,1,100331000,canonical-Green-C-C1-1,1
Green-C-836-1,Green-C,1,Cleveland Circle - Medford/Tufts,Early mornings only,3,100331040,60564112,2
Green-C-832-1_70150_70201_0,Green-C,1,Cleveland Circle - Kenmore,,4,100331990,60564106-GovtCtrKenmoreCDGovtCtrNorthStaHeathNorthSus0,2
Green-C-836-1_70201_70205_0_70150_70201_0,Green-C,1,Cleveland Circle - Kenmore,,4,100331990,60564112-GovtCtrKenmoreCDGovtCtrNorthStaHeathNorthSus00,2
Green-C-836-1_70201_70205_2,Green-C,1,North Station - Medford/Tufts,,4,100331990,60564112-GovtCtrKenmoreCDGovtCtrNorthStaHeathNorthSus2,2
Green-D-855-0,Green-D,0,Union Square - Riverside,,1,100340000,canonical-Green-D-C1-0,1
Green-D-856-0,Green-D,0,Medford/Tufts - Riverside,Weekday mornings only,3,100340040,60564601,2
Green-D-855-0_70206_70202_0,Green-D,0,Union Square - North Station,,4,100340990,60564589-GovtCtrKenmoreCDGovtCtrNorthStaHeathNorthSus0,2
Green-D-855-0_70206_70202_2_70202_70151_2,Green-D,0,Kenmore - Riverside,,4,100340990,60564589-GovtCtrKenmoreCDGovtCtrNorthStaHeathNorthSus22,2
Green-D-855-0_70504_70206_2_70206_70202_2_70202_70151_2,Green-D,0,Kenmore - Riverside,,4,100340990,60565045-20:45-GovtCtrKenmoreCDGovtCtrNorthStaHeathNorthSusNorthMedfordNorthUnionSuspendD222,2
Green-D-856-0_70206_70202_0,Green-D,0,Medford/Tufts - North Station,,4,100340990,60564601-GovtCtrKenmoreCDGovtCtrNorthStaHeathNorthSus0,2
Green-D-856-0_70206_70202_2_70202_70151_2,Green-D,0,Kenmore - Riverside,,4,100340990,60564601-GovtCtrKenmoreCDGovtCtrNorthStaHeathNorthSus22,2
Green-D-855-1,Green-D,1,Riverside - Union Square,,1,100341000,canonical-Green-D-C1-1,1
Green-D-856-1,Green-D,1,Riverside - Medford/Tufts,Weekday early mornings only,3,100341040,60564597,2
Green-D-855-1_70201_70205_0_70150_70201_0,Green-D,1,Riverside - Kenmore,,4,100341990,60564588-GovtCtrKenmoreCDGovtCtrNorthStaHeathNorthSus00,2
Green-D-855-1_70201_70205_2,Green-D,1,North Station - Union Square,,4,100341990,60564588-GovtCtrKenmoreCDGovtCtrNorthStaHeathNorthSus2,2
Green-D-855-1_70205_70503_0_70201_70205_0_70150_70201_0,Green-D,1,Riverside - Kenmore,,4,100341990,60565059-20:45-GovtCtrKenmoreCDGovtCtrNorthStaHeathNorthSusNorthMedfordNorthUnionSuspendD000,2
Green-D-856-1_70201_70205_0_70150_70201_0,Green-D,1,Riverside - Kenmore,,4,100341990,60564597-GovtCtrKenmoreCDGovtCtrNorthStaHeathNorthSus00,2
Green-D-856-1_70201_70205_2,Green-D,1,North Station - Medford/Tufts,,4,100341990,60564597-GovtCtrKenmoreCDGovtCtrNorthStaHeathNorthSus2,2
Green-E-886-0,Green-E,0,Medford/Tufts - Heath Street,,1,100350000,canonical-Green-E-C1-0,1
Green-E-885-0,Green-E,0,Union Square - Heath Street,Early mornings only,3,100350040,60564702,2
Green-E-885-0_70206_70260_0,Green-E,0,Union Square - North Station,,4,100350990,60564702-GovtCtrKenmoreCDGovtCtrNorthStaHeathNorthSus0,2
Green-E-886-0_70206_70260_0,Green-E,0,Medford/Tufts - North Station,,4,100350990,60564703-GovtCtrKenmoreCDGovtCtrNorthStaHeathNorthSus0,2
Green-E-886-1,Green-E,1,Heath Street - Medford/Tufts,,1,100351000,canonical-Green-E-C1-1,1
Green-E-86-1,Green-E,1,East Somerville - Medford/Tufts,,3,100351040,60564714,2
Green-E-886-1_70260_70205_2,Green-E,1,North Station - Medford/Tufts,,4,100351990,60564699-GovtCtrKenmoreCDGovtCtrNorthStaHeathNorthSus2,2
Blue-6-0,Blue,0,Wonderland - Bowdoin,,1,100400000,canonical-Blue-C1-0,1
Blue-8-0,Blue,0,Orient Heights - Bowdoin,,3,100400040,59736724,2
Blue-6-1,Blue,1,Bowdoin - Wonderland,,1,100401000,canonical-Blue-C1-1,1
741-_-0,741,0,South Station - Logan Airport Terminals,,1,100510000,60111526,0
741-_-1,741,1,Logan Airport Terminals - South Station,,1,100511000,60111527,0
741-2-1,741,1,Logan Airport Terminals - South Station (Surface Route),Late nights only,3,100511040,60111655,0
742-_-0,742,0,South Station - Drydock Ave (PM Route),,1,100520000,60110641,0
742-3-1,742,1,Drydock Ave - South Station (PM - Omits 88 Black Falcon Ave),,1,100521000,60110640,0
743-_-0,743,0,South Station - Chelsea Station,,1,100530000,60110341,0
743-_-1,743,1,Chelsea Station - South Station,,1,100531000,60111032,0
743-1-1,743,1,Chelsea Station - South Station (Surface Route),Late nights only,3,100531040,60110342,0
751-_-0,751,0,South Station - Nubian Station,,1,100550000,60110296,0
751-_-1,751,1,Nubian Station - South Station,,1,100551000,60110295,0
749-_-0,749,0,Temple Place - Nubian Station,,1,100560000,60110124,0
749-_-1,749,1,Nubian Station - Temple Place,,1,100561000,60110123,0
746-_-0,746,0,South Station - Silver Line Way,,1,100570000,60110875,0
746-_-1,746,1,Silver Line Way - South Station,,1,100571000,60110396,0
CR-Fairmount-195ea3c8-0,CR-Fairmount,0,South Station - Readville via Fairmount,,1,200010000,canonical-CR-Fairmount-C1-0,1
CR-Fairmount-ff9cd1ee-1,CR-Fairmount,1,Readville - South Station via Fairmount,,1,200011000,canonical-CR-Fairmount-C1-1,1
CR-Fitchburg-2a5f6366-0,CR-Fitchburg,0,North Station - Wachusett,,1,200020000,canonical-CR-Fitchburg-C1-0,1
CR-Fitchburg-acb28c6e-0,CR-Fitchburg,0,North Station - Littleton/Route 495,,2,200020040,CR-627755-481,2
CR-Fitchburg-8294748d-0,CR-Fitchburg,0,North Station - Wachusett,,3,200020060,CR-627743-423,2
CR-Fitchburg-d82ea33a-1,CR-Fitchburg,1,Wachusett - North Station,,1,200021000,canonical-CR-Fitchburg-C1-1,1
CR-Fitchburg-6528076d-1,CR-Fitchburg,1,Littleton/Route 495 - North Station,,2,200021040,CR-627756-482,2
CR-Fitchburg-94972bc9-1,CR-Fitchburg,1,Wachusett - North Station,,3,200021060,CR-627730-404,2
CR-Worcester-6436caf7-0,CR-Worcester,0,South Station - Worcester,,1,200030000,CR-628038-501-1,2
CR-Worcester-08f75e4f-0,CR-Worcester,0,South Station - Worcester,,2,200030040,CR-628038-501-AshClosedFramShuttleDyn,2
CR-Worcester-b5dda27b-0,CR-Worcester,0,South Station - Worcester,,3,200030100,canonical-CR-Worcester-C1-0,1
CR-Worcester-bb705886-0,CR-Worcester,0,South Station - Worcester,,3,200030190,CR-628030-509-AshClosedFramShuttleDyn,2
CR-Worcester-b7d67732-0,CR-Worcester,0,South Station - Framingham,,3,200030230,CR-627987-597-1,2
CR-Worcester-d18892dd-0,CR-Worcester,0,South Station - Framingham,,3,200030240,CR-627988-595-1,2
CR-Worcester-e1d7bdb5-0,CR-Worcester,0,South Station - Worcester,,3,200030250,CR-627999-541-AshClosedFramShuttleDyn,2
CR-Worcester-baf41bb3-0,CR-Worcester,0,South Station - Worcester,,3,200030260,CR-628006-533-AshClosedFramShuttleDyn,2
CR-Worcester-a6fa8b52-0,CR-Worcester,0,South Station - Worcester,,3,200030270,CR-628008-531-AshClosedFramShuttleDyn,2
CR-Worcester-aabab9a7-0,CR-Worcester,0,South Station - Worcester,,3,200030280,CR-628010-529-AshClosedFramShuttleDyn,2
CR-Worcester-e348257b-0,CR-Worcester,0,South Station - Worcester,,3,200030290,CR-628032-507-AshClosedFramShuttleDyn,2
CR-Worcester-b65b9e75-0,CR-Worcester,0,South Station - Framingham,,3,200030300,CR-643508-583-1,2
CR-Worcester-bbf42cea-0,CR-Worcester,0,South Station - Framingham,,3,200030310,CR-643510-585-1,2
CR-Worcester-3c40051f-0,CR-Worcester,0,South Station - Worcester,,3,200030320,CR-627999-541-1,2
CR-Worcester-15b1f0b8-0,CR-Worcester,0,South Station - Worcester,,3,200030330,CR-628006-533-1,2
CR-Worcester-b7d1e6e8-0,CR-Worcester,0,South Station - Worcester,,3,200030340,CR-628008-531-1,2
CR-Worcester-02498220-0,CR-Worcester,0,South Station - Worcester,,3,200030350,CR-628010-529-1,2
CR-Worcester-6fbe3217-0,CR-Worcester,0,South Station - Worcester,,3,200030360,CR-628032-507-1,2
CR-Worcester-647db84d-1,CR-Worcester,1,Worcester - South Station,,1,200031000,CR-628039-500-1,2
CR-Worcester-70dbef6d-1,CR-Worcester,1,Worcester - South Station,,3,200031040,CR-628039-500-AshClosedFramShuttleDyn,2
CR-Worcester-72c8dfb6-1,CR-Worcester,1,Worcester - South Station,,3,200031070,CR-628031-508-1,2
CR-Worcester-cb9d6625-1,CR-Worcester,1,Framingham - South Station,,3,200031100,CR-627997-582-1,2
CR-Worcester-257727ec-1,CR-Worcester,1,Worcester - South Station,,3,200031130,CR-628009-530-1,2
CR-Worcester-6874ed14-1,CR-Worcester,1,Framingham - South Station,,3,200031160,CR-643509-584-1,2
CR-Worcester-a814f00c-1,CR-Worcester,1,Worcester - South Station,,3,200031220,CR-628017-522-1,2
CR-Worcester-cf3d091c-1,CR-Worcester,1,Worcester - South Station,,3,200031250,CR-628031-508-AshClosedFramShuttleDyn,2
CR-Worcester-886d07a5-1,CR-Worcester,1,Worcester - South Station,,3,200031280,CR-628009-530-AshClosedFramShuttleDyn,2
CR-Worcester-450193f7-1,CR-Worcester,1,Worcester - South Station,,3,200031320,CR-628017-522-AshClosedFramShuttleDyn,2
CR-Worcester-8171c73d-1,CR-Worcester,1,Framingham - South Station,,3,200031350,CR-627986-598-1,2
CR-Worcester-8e925022-1,CR-Worcester,1,Framingham - South Station,,3,200031360,CR-627991-592-1,2
CR-Worcester-b0ad5e13-1,CR-Worcester,1,Worcester - South Station,,3,200031370,CR-628001-538-AshClosedFramShuttleDyn,2
CR-Worcester-c5a1953e-1,CR-Worcester,1,Worcester - South Station,,3,200031380,CR-628005-534-AshClosedFramShuttleDyn,2
CR-Worcester-0ea3baaa-1,CR-Worcester,1,Worcester - South Station,,3,200031390,CR-628007-532-AshClosedFramShuttleDyn,2
CR-Worcester-478dd910-1,CR-Worcester,1,Worcester - South Station,,3,200031400,CR-628011-528-AshClosedFramShuttleDyn,2
CR-Worcester-40015fd9-1,CR-Worcester,1,Worcester - South Station,,3,200031410,CR-628015-524-AshClosedFramShuttleDyn,2
CR-Worcester-52a67d95-1,CR-Worcester,1,Worcester - South Station,,3,200031420,CR-628005-534-1,2
CR-Worcester-6f1296d4-1,CR-Worcester,1,Worcester - South Station,,3,200031430,CR-628007-532-1,2
CR-Worcester-16491f70-1,CR-Worcester,1,Worcester - South Station,,3,200031440,CR-628011-528-1,2
CR-Worcester-38ca01ee-1,CR-Worcester,1,Worcester - South Station,,3,200031450,CR-628015-524-1,2
CR-Worcester-C1-1,CR-Worcester,1,Worcester - South Station,,5,200031991,canonical-CR-Worcester-C1-1,1
CR-Franklin-3badde55-0,CR-Franklin,0,South Station - Forge Park/495 via Back Bay,,1,200040000,CR-627948-705,2
CR-Franklin-1af2beab-0,CR-Franklin,0,South Station - Foxboro via Back Bay,,1,200040010,CR-627910-755,2
CR-Franklin-512734e4-0,CR-Franklin,0,South Station - Foxboro via Back Bay,,2,200040060,CR-627916-749,2
CR-Franklin-b8c4a7ca-0,CR-Franklin,0,South Station - Forge Park/495 via Back Bay,,2,200040090,CR-627934-727,2
CR-Franklin-807421e2-0,CR-Franklin,0,South Station - Forge Park/495 via Fairmount,,3,200040150,CR-627926-735,2
CR-Franklin-35c1126a-0,CR-Franklin,0,South Station - Foxboro via Fairmount,,3,200040180,CR-627906-759,2
CR-Franklin-8076e72e-0,CR-Franklin,0,South Station - Foxboro via Back Bay,,3,200040190,CR-627912-753,2
CR-Franklin-78461397-0,CR-Franklin,0,South Station - Forge Park/495 via Back Bay,,3,200040200,CR-627932-729,2
CR-Franklin-C1-0,CR-Franklin,0,South Station - Forge Park/495 via Back Bay,,5,200040991,canonical-CR-Franklin-C1-0,1
CR-Franklin-C2-0,CR-Franklin,0,South Station - Foxboro via Back Bay,,5,200040992,canonical-CR-Franklin-C2-0,1
CR-Franklin-02118599-1,CR-Franklin,1,Forge Park/495 - South Station via Back Bay,,1,200041000,CR-627947-706,2
CR-Franklin-47d24b90-1,CR-Franklin,1,Foxboro - South Station via Back Bay,,1,200041010,CR-627921-744,2
CR-Franklin-901f1692-1,CR-Franklin,1,Forge Park/495 - South Station via Fairmount,,2,200041070,CR-627929-732,2
CR-Franklin-efd9798e-1,CR-Franklin,1,Forge Park/495 - South Station via Back Bay,,3,200041110,CR-627944-710,2
CR-Franklin-d7300846-1,CR-Franklin,1,Foxboro - South Station via Back Bay,,3,200041140,CR-627923-742,2
CR-Franklin-2a3eba97-1,CR-Franklin,1,Foxboro - South Station via Fairmount,,3,200041180,CR-627905-760,2
CR-Franklin-cb37a682-1,CR-Franklin,1,Foxboro - South Station via Fairmount,,3,200041190,CR-627907-758,2
CR-Franklin-be153239-1,CR-Franklin,1,Foxboro - South Station via Back Bay,,3,200041200,CR-627911-754,2
CR-Franklin-541f8dad-1,CR-Franklin,1,Franklin - South Station via Fairmount,,3,200041210,CR-627933-728,2
CR-Franklin-C1-1,CR-Franklin,1,Forge Park/495 - South Station via Back Bay,,5,200041991,canonical-CR-Franklin-C1-1,1
CR-Franklin-C2-1,CR-Franklin,1,Foxboro - South Station via Back Bay,,5,200041992,canonical-CR-Franklin-C2-1,1
CR-Greenbush-6d652c57-0,CR-Greenbush,0,South Station - Greenbush,,1,200050000,canonical-CR-Greenbush-C1-0,1
CR-Greenbush-414eb5a9-1,CR-Greenbush,1,Greenbush - South Station,,1,200051000,canonical-CR-Greenbush-C1-1,1
CR-Haverhill-779dede9-0,CR-Haverhill,0,North Station - Haverhill via Reading,,1,200060000,canonical-CR-Haverhill-C1-0,1
CR-Haverhill-0afec960-0,CR-Haverhill,0,North Station - Reading,,2,200060080,CR-627680-297,2
CR-Haverhill-5b586e27-0,CR-Haverhill,0,North Station - Haverhill,,3,200060100,CR-627655-217,2
CR-Haverhill-ebc58735-1,CR-Haverhill,1,Haverhill - North Station via Reading,,1,200061000,canonical-CR-Haverhill-C1-1,1
CR-Haverhill-0629a9bc-1,CR-Haverhill,1,Reading - North Station,,2,200061080,CR-627681-298,2
CR-Haverhill-6984317f-1,CR-Haverhill,1,Haverhill - North Station,,3,200061110,CR-627642-204,2
CR-Haverhill-dcfde8e9-1,CR-Haverhill,1,Lawrence - North Station via Reading,,3,200061140,CR-627663-280,2
CR-Kingston-5caee635-0,CR-Kingston,0,South Station - Kingston,,1,200070000,canonical-CR-Kingston-C1-0,1
CR-Kingston-7014db43-0,CR-Kingston,0,Braintree - Kingston,,3,200070040,CR-628066-067,2
CR-Kingston-6cec404d-1,CR-Kingston,1,Kingston - South Station,,1,200071000,canonical-CR-Kingston-C1-1,1
CR-Kingston-35bb26b3-1,CR-Kingston,1,Kingston - Braintree,,3,200071040,CR-628067-066,2
CR-Lowell-90161884-0,CR-Lowell,0,North Station - Lowell,,1,200080000,CR-632782-317,2
CR-Lowell-C1-0,CR-Lowell,0,North Station - Lowell,,5,200080991,canonical-CR-Lowell-C1-0,1
CR-Lowell-5cb1ce1b-1,CR-Lowell,1,Lowell - North Station,,1,200081000,CR-627726-346,2
CR-Lowell-C1-1,CR-Lowell,1,Lowell - North Station,,5,200081991,canonical-CR-Lowell-C1-1,1
CR-Middleborough-52b80476-0,CR-Middleborough,0,South Station - Middleborough/Lakeville,,1,200090000,canonical-CR-Middleborough-C1-0,1
CR-Middleborough-75bed2bb-1,CR-Middleborough,1,Middleborough/Lakeville - South Station,,1,200091000,canonical-CR-Middleborough-C1-1,1
CR-Needham-a6552e0a-0,CR-Needham,0,South Station - Needham Heights,,2,200100020,CR-627983-603,2
CR-Needham-7f6dbefb-0,CR-Needham,0,Forest Hills - Needham Heights,,3,200100060,CR-627952-635,2
CR-Needham-C1-0,CR-Needham,0,South Station - Needham Heights,,5,200100991,canonical-CR-Needham-C1-0,1
CR-Needham-d774fb34-1,CR-Needham,1,Needham Heights - South Station,,1,200101000,CR-627984-602,2
CR-Needham-68a3e69b-1,CR-Needham,1,Needham Heights - Forest Hills,,3,200101060,CR-627954-632,2
CR-Needham-C1-1,CR-Needham,1,Needham Heights - South Station,,5,200101991,canonical-CR-Needham-C1-1,1
CR-Newburyport-dd9f791d-0,CR-Newburyport,0,North Station - Rockport,,3,200110160,CR-649341-103,2
CR-Newburyport-8ac7b3db-0,CR-Newburyport,0,Salem - Newburyport,,3,200110220,CR-649306-167,2
CR-Newburyport-79533330-0,CR-Newburyport,0,North Station - Newburyport,,3,200110240,CR-649311-163,2
CR-Newburyport-e54dc640-0,CR-Newburyport,0,North Station - Rockport,,3,200110250,CR-649284-123,2
CR-Newburyport-5967b204-0,CR-Newburyport,0,North Station - Rockport,,1,200110290,canonical-CR-Newburyport-C2-0,1
CR-Newburyport-9b0217f4-0,CR-Newburyport,0,North Station - Beverly,,3,200110300,CR-649259-197,2
CR-Newburyport-8a970322-0,CR-Newburyport,0,North Station - Newburyport,,1,200110310,canonical-CR-Newburyport-C1-0,1
CR-Newburyport-d47c5647-1,CR-Newburyport,1,Rockport - North Station,,3,200111210,CR-649335-124,2
CR-Newburyport-7e4857df-1,CR-Newburyport,1,Newburyport - North Station,,3,200111220,CR-649277-154,2
CR-Newburyport-f5cebd1b-1,CR-Newburyport,1,Beverly - North Station,,3,200111250,CR-649255-198,2
CR-Newburyport-05eb9eab-1,CR-Newburyport,1,Rockport - North Station,,1,200111260,canonical-CR-Newburyport-C2-1,1
CR-Newburyport-e6060026-1,CR-Newburyport,1,Newburyport - North Station,,1,200111270,canonical-CR-Newburyport-C1-1,1
CR-Newburyport-7bd69ec3-1,CR-Newburyport,1,Beverly - North Station,,3,200111280,CR-649307-192,2
CR-Providence-9515a09b-0,CR-Providence,0,South Station - Stoughton via Back Bay,,1,200120000,CR-627838-885,2
CR-Providence-9cf54fb3-0,CR-Providence,0,South Station - Wickford Junction via Back Bay,,1,200120010,CR-627901-803,2
CR-Providence-743ff41d-0,CR-Providence,0,South Station - Providence via Back Bay,,2,200120040,CR-627897-807,2
CR-Providence-a9a49f44-0,CR-Providence,0,South Station - Wickford Junction via Back Bay,,3,200120110,CR-627877-827,2
CR-Providence-d36ab58d-0,CR-Providence,0,South Station - Stoughton via Back Bay,,3,200120130,CR-627833-891,2
CR-Providence-410d3e77-0,CR-Providence,0,South Station - Providence via Back Bay,,3,200120160,CR-627863-841,2
CR-Providence-d31884e1-0,CR-Providence,0,South Station - Providence via Back Bay,,3,200120190,CR-627867-837,2
CR-Providence-8344b9b3-0,CR-Providence,0,South Station - Stoughton via Fairmount,,3,200120220,CR-627831-893,2
CR-Providence-24f0c09a-0,CR-Providence,0,South Station - Wickford Junction via Back Bay,,3,200120230,CR-627865-839,2
CR-Providence-cea1b73d-0,CR-Providence,0,South Station - Wickford Junction via Back Bay,,3,200120240,CR-627895-809,2
CR-Providence-C1-0,CR-Providence,0,South Station - Wickford Junction via Back Bay,,5,200120991,canonical-CR-Providence-C1-0,1
CR-Providence-C2-0,CR-Providence,0,South Station - Stoughton via Back Bay,,5,200120992,canonical-CR-Providence-C2-0,1
CR-Providence-6cae46be-1,CR-Providence,1,Stoughton - South Station via Back Bay,,1,200121000,CR-627860-862,2
CR-Providence-e9395acc-1,CR-Providence,1,Wickford Junction - South Station via Back Bay,,1,200121010,CR-627890-814,2
CR-Providence-c2a7e4dc-1,CR-Providence,1,Providence - South Station via Back Bay,,2,200121040,CR-627900-804,2
CR-Providence-30afc537-1,CR-Providence,1,Providence - South Station via Back Bay,,3,200121090,CR-627880-824,2
CR-Providence-785f05b1-1,CR-Providence,1,Wickford Junction - South Station via Back Bay,,3,200121110,CR-627894-810,2
CR-Providence-0465673f-1,CR-Providence,1,Providence - South Station via Back Bay,,3,200121130,CR-627864-840,2
CR-Providence-53ce6838-1,CR-Providence,1,Wickford Junction - South Station via Back Bay,,3,200121160,CR-627866-838,2
CR-Providence-9cd412df-1,CR-Providence,1,Wickford Junction - South Station via Back Bay,,3,200121190,CR-627870-834,2
CR-Providence-C1-1,CR-Providence,1,Wickford Junction - South Station via Back Bay,,5,200121991,canonical-CR-Providence-C1-1,1
CR-Providence-C2-1,CR-Providence,1,Stoughton - South Station via Back Bay,,5,200121992,canonical-CR-Providence-C2-1,1
CR-Foxboro-C1-0,CR-Foxboro,0,South Station - Foxboro,,5,200130991,canonical-CR-Foxboro-C1-0,1
CR-Foxboro-C2-0,CR-Foxboro,0,Foxboro - Providence,,5,200130992,canonical-CR-Foxboro-C2-0,1
CR-Foxboro-C1-1,CR-Foxboro,1,Foxboro - South Station,,5,200131991,canonical-CR-Foxboro-C1-1,1
CR-Foxboro-C2-1,CR-Foxboro,1,Providence - Foxboro,,5,200131992,canonical-CR-Foxboro-C2-1,1
CapeFlyer-C1-0,CapeFlyer,0,South Station - Hyannis,,5,210000991,canonical-CapeFlyer-C1-0,1
CapeFlyer-C1-1,CapeFlyer,1,Hyannis - South Station,,5,210001991,canonical-CapeFlyer-C1-1,1
Boat-F4-0-0,Boat-F4,0,Long Wharf - Charlestown Navy Yard,,1,300010000,Boat-F4-0630-Long-B-01-Weekday-Fall-23,0
Boat-F4-0-1,Boat-F4,1,Charlestown Navy Yard - Long Wharf,,1,300011000,Boat-F4-0645-Charlestown-B-01-Weekday-Fall-23,0
Boat-F1-0-0,Boat-F1,0,Long Wharf - Hingham via Logan Airport & Hull,,1,300020000,Boat-F1-1100-Long-BF2H-01-Weekday-Fall-23,0
Boat-F1-1-0,Boat-F1,0,Long Wharf - Hingham via Hull,,1,300020010,Boat-F1-1300-Long-BF2H-01-Weekday-Fall-23,0
Boat-F1-2-0,Boat-F1,0,Rowes Wharf - Hingham,Weekdays only,1,300020020,Boat-F1-0650-Rowes-BF1-01-Weekday-Fall-23,0
Boat-F1-3-0,Boat-F1,0,Long Wharf - Hull,,2,300020030,Boat-F1-0800-Long-BF2H-01-Weekday-Fall-23,0
Boat-F1-4-0,Boat-F1,0,Long Wharf - Hingham via Logan Airport,,2,300020040,Boat-F1-0910-Long-BF2H-01-Weekday-Fall-23,0
Boat-F1-6-0,Boat-F1,0,Long Wharf - Hingham,,2,300020060,Boat-F1-1215-Long-BF2H-03-Weekday-Fall-23,0
Boat-F1-9-0,Boat-F1,0,Long Wharf - Hull via Logan Airport,,2,300020090,Boat-F1-0625-Long-BF2H-01-Weekday-Fall-23,0
