"facility_id","property_id","value"
"park-GRB-0183","payment-form-accepted","invoice"
"park-GRB-0183","payment-form-accepted","mobile-app"
"park-GRB-0183","payment-app","PayByPhone"
"park-GRB-0183","payment-app-url","https://www.paybyphone.com/"
"park-GRB-0183","payment-app-id","4463"
"park-GRB-0183","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-GRB-0183","fee-monthly","$70"
"park-GRB-0183","weekday-typical-utilization","124"
"park-GRB-0183","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-WML-0177","enclosed","2"
"park-WML-0177","attended","2"
"park-WML-0177","capacity","71"
"park-WML-0177","capacity-accessible","4"
"park-WML-0177","operator","Town of Natick"
"park-WML-0177","owner","City/Town"
"park-WML-0177","contact","Town of Natick, Community & Economic Development Office"
"park-WML-0177","contact-url","http://www.natickma.gov/166/Transportation-Parking"
"park-WML-0177","contact-phone","508-647-6450"
"park-WML-0177","address","1 Walnut St, Natick, MA 01760"
"park-WML-0177","municipality","Natick"
"park-WML-0177","fee-daily","Town permit required"
"park-WML-0177","note","Town of Natick is responsible for parking maintenance, payments, and snow removal."
"park-NB-0127","enclosed","2"
"park-NB-0127","attended","2"
"park-NB-0127","capacity","35"
"park-NB-0127","operator","Town of Needham"
"park-NB-0127","owner","City/Town"
"park-NB-0127","contact","Town of Needham, Parking Clerk"
"park-NB-0127","contact-url","http://www.needhamma.gov"
"park-NB-0127","contact-phone","781-455-7500"
"park-NB-0127","address","Great Plain Ave and Eaton Sq, Needham, MA 02492"
"park-NB-0127","municipality","Needham"
"park-NB-0127","fee-daily","Town permit required"
"park-NB-0127","note","Town of Needham is responsible for parking maintenance, payments, and snow removal."
"park-NB-0137","enclosed","2"
"park-NB-0137","attended","2"
"park-NB-0137","capacity","100"
"park-NB-0137","capacity-accessible","4"
"park-NB-0137","operator","Republic Parking System"
"park-NB-0137","owner","MBTA"
"park-NB-0137","contact","MBTA Customer Support"
"park-NB-0137","contact-url","http://www.parkmbta.com/"
"park-NB-0137","contact-phone","617-222-3200"
"park-NB-0137","address","95 Avery Square, Needham, MA 02494"
"park-NB-0137","municipality","Needham"
"park-NB-0137","payment-form-accepted","invoice"
"park-NB-0137","payment-form-accepted","mobile-app"
"park-NB-0137","payment-app","PayByPhone"
"park-NB-0137","payment-app-url","https://www.paybyphone.com/"
"park-NB-0137","payment-app-id","4930"
"park-NB-0137","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-NB-0137","fee-monthly","$70"
"park-NB-0137","weekday-typical-utilization","66"
"park-NB-0137","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-NB-0120","enclosed","2"
"park-NB-0120","attended","2"
"park-NB-0120","capacity","127"
"park-NB-0120","capacity-accessible","4"
"park-NB-0120","operator","Republic Parking System"
"park-NB-0120","owner","MBTA"
"park-NB-0120","contact","MBTA Customer Support"
"park-NB-0120","contact-url","http://www.parkmbta.com/"
"park-NB-0120","contact-phone","617-222-3200"
"park-NB-0120","address","51 Junction St, Needham, MA 02492"
"park-NB-0120","municipality","Needham"
"park-NB-0120","payment-form-accepted","invoice"
"park-NB-0120","payment-form-accepted","mobile-app"
"park-NB-0120","payment-app","PayByPhone"
"park-NB-0120","payment-app-url","https://www.paybyphone.com/"
"park-NB-0120","payment-app-id","4373"
"park-NB-0120","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-NB-0120","fee-monthly","$70"
"park-NB-0120","weekday-typical-utilization","127"
"park-NB-0120","weekday-utilization-summary","Arrive before a certain time"
"park-NB-0120","weekday-arrive-before","06:30:00"
"park-ER-0362","enclosed","2"
"park-ER-0362","attended","2"
"park-ER-0362","capacity","814"
"park-ER-0362","capacity-accessible","24"
"park-ER-0362","operator","Republic Parking System"
"park-ER-0362","owner","MBTA"
"park-ER-0362","contact","MBTA Customer Support"
"park-ER-0362","contact-url","http://www.parkmbta.com/"
"park-ER-0362","contact-phone","617-222-3200"
"park-ER-0362","address","25 Boston Way, Newburyport, MA 01950"
"park-ER-0362","municipality","Newburyport"
"park-ER-0362","payment-form-accepted","invoice"
"park-ER-0362","payment-form-accepted","mobile-app"
"park-ER-0362","payment-app","PayByPhone"
"park-ER-0362","payment-app-url","https://www.paybyphone.com/"
"park-ER-0362","payment-app-id","4239"
"park-ER-0362","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-ER-0362","fee-monthly","$70"
"park-ER-0362","weekday-typical-utilization","211"
"park-ER-0362","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-FB-0230","enclosed","2"
"park-FB-0230","attended","2"
"park-FB-0230","capacity","532"
"park-FB-0230","capacity-accessible","11"
"park-FB-0230","operator","Republic Parking System"
"park-FB-0230","owner","MBTA"
"park-FB-0230","contact","MBTA Customer Support"
"park-FB-0230","contact-url","http://www.parkmbta.com/"
"park-FB-0230","contact-phone","617-222-3200"
"park-FB-0230","address","9 Rockwood Rd, Norfolk, MA 02056"
"park-FB-0230","municipality","Norfolk"
"park-FB-0230","payment-form-accepted","invoice"
"park-FB-0230","payment-form-accepted","mobile-app"
"park-FB-0230","payment-app","PayByPhone"
"park-FB-0230","payment-app-url","https://www.paybyphone.com/"
"park-FB-0230","payment-app-id","4391"
"park-FB-0230","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-FB-0230","fee-monthly","$70"
"park-FB-0230","weekday-typical-utilization","470"
"park-FB-0230","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-ER-0208","enclosed","2"
"park-ER-0208","attended","2"
"park-ER-0208","capacity","87"
"park-ER-0208","capacity-accessible","4"
"park-ER-0208","operator","Republic Parking System"
"park-ER-0208","owner","MBTA"
"park-ER-0208","contact","MBTA Customer Support"
"park-ER-0208","contact-url","http://www.parkmbta.com/"
"park-ER-0208","contact-phone","617-222-3200"
"park-ER-0208","address","Enon St and Dodge St, Beverly, MA 01915"
"park-ER-0208","municipality","Beverly"
"park-ER-0208","payment-form-accepted","invoice"
"park-ER-0208","payment-form-accepted","mobile-app"
"park-ER-0208","payment-app","PayByPhone"
"park-ER-0208","payment-app-url","https://www.paybyphone.com/"
"park-ER-0208","payment-app-id","4240"
"park-ER-0208","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-ER-0208","fee-monthly","$70"
"park-ER-0208","weekday-typical-utilization","34"
"park-ER-0208","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-nqncy-hancock","enclosed","2"
"park-nqncy-hancock","attended","1"
"park-nqncy-hancock","capacity","838"
"park-nqncy-hancock","capacity-accessible","18"
"park-nqncy-hancock","operator","Republic Parking System"
"park-nqncy-hancock","owner","MBTA"
"park-nqncy-hancock","contact","MBTA Customer Support"
"park-nqncy-hancock","contact-url","http://www.parkmbta.com/"
"park-nqncy-hancock","contact-phone","617-222-3200"
"park-nqncy-hancock","address","Hancock St and Hunt St, Quincy, MA 02171"
"park-nqncy-hancock","municipality","Quincy"
"park-nqncy-hancock","payment-form-accepted","cash"
"park-nqncy-hancock","payment-form-accepted","credit-debit-card"
"park-nqncy-hancock","payment-form-accepted","invoice"
"park-nqncy-hancock","payment-form-accepted","mobile-app"
"park-nqncy-hancock","payment-app","PayByPhone"
"park-nqncy-hancock","payment-app-url","https://www.paybyphone.com/"
"park-nqncy-hancock","payment-app-id","4365"
"park-nqncy-hancock","fee-daily","$5 PayByPhone, $5.50 invoice"
"park-nqncy-hancock","fee-monthly","$105"
"park-nqncy-hancock","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-nqncy-newport","enclosed","2"
"park-nqncy-newport","attended","1"
"park-nqncy-newport","capacity","354"
"park-nqncy-newport","capacity-accessible","8"
"park-nqncy-newport","operator","Republic Parking System"
"park-nqncy-newport","owner","MBTA"
"park-nqncy-newport","contact","MBTA Customer Support"
"park-nqncy-newport","contact-url","http://www.parkmbta.com/"
"park-nqncy-newport","contact-phone","617-222-3200"
"park-nqncy-newport","address","Newport Ave Extension and Enterprise Dr, Quincy, MA 02171"
"park-nqncy-newport","municipality","Quincy"
"park-nqncy-newport","payment-form-accepted","cash"
"park-nqncy-newport","payment-form-accepted","credit-debit-card"
"park-nqncy-newport","payment-form-accepted","invoice"
"park-nqncy-newport","payment-form-accepted","mobile-app"
"park-nqncy-newport","payment-app","PayByPhone"
"park-nqncy-newport","payment-app-url","https://www.paybyphone.com/"
"park-nqncy-newport","payment-app-id","4365"
"park-nqncy-newport","fee-daily","$5 PayByPhone, $5.50 invoice"
"park-nqncy-newport","fee-monthly","$105"
"park-nqncy-newport","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-GRB-0233","enclosed","2"
"park-GRB-0233","attended","2"
"park-GRB-0233","capacity","279"
"park-GRB-0233","capacity-accessible","5"
"park-GRB-0233","operator","Republic Parking System"
"park-GRB-0233","owner","MBTA"
"park-GRB-0233","contact","MBTA Customer Support"
"park-GRB-0233","contact-url","http://www.parkmbta.com/"
"park-GRB-0233","contact-phone","617-222-3200"
"park-GRB-0233","address","777 Country Way, Scituate, MA 02066"
"park-GRB-0233","municipality","Scituate"
"park-GRB-0233","payment-form-accepted","invoice"
"park-GRB-0233","payment-form-accepted","mobile-app"
"park-GRB-0233","payment-app","PayByPhone"
"park-GRB-0233","payment-app-url","https://www.paybyphone.com/"
"park-GRB-0233","payment-app-id","4464"
"park-GRB-0233","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-GRB-0233","fee-monthly","$70"
"park-GRB-0233","weekday-typical-utilization","181"
"park-GRB-0233","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-FB-0148","enclosed","2"
"park-FB-0148","attended","2"
"park-FB-0148","capacity","781"
"park-FB-0148","capacity-accessible","14"
"park-FB-0148","operator","Republic Parking System"
"park-FB-0148","owner","MBTA"
"park-FB-0148","contact","MBTA Customer Support"
"park-FB-0148","contact-url","http://www.parkmbta.com/"
"park-FB-0148","contact-phone","617-222-3200"
"park-FB-0148","address","164 Broadway, Norwood, MA 02062"
"park-FB-0148","municipality","Norwood"
"park-FB-0148","payment-form-accepted","invoice"
"park-FB-0148","payment-form-accepted","mobile-app"
"park-FB-0148","payment-app","PayByPhone"
"park-FB-0148","payment-app-url","https://www.paybyphone.com/"
"park-FB-0148","payment-app-id","4375"
"park-FB-0148","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-FB-0148","fee-monthly","$70"
"park-FB-0148","weekday-typical-utilization","572"
"park-FB-0148","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-FB-0143","enclosed","2"
"park-FB-0143","attended","2"
"park-FB-0143","capacity","219"
"park-FB-0143","capacity-accessible","5"
"park-FB-0143","operator","Republic Parking System"
"park-FB-0143","owner","MBTA"
"park-FB-0143","contact","MBTA Customer Support"
"park-FB-0143","contact-url","http://www.parkmbta.com/"
"park-FB-0143","contact-phone","617-222-3200"
"park-FB-0143","address","14 Hill St, Norwood, MA 02062"
"park-FB-0143","municipality","Norwood"
"park-FB-0143","payment-form-accepted","invoice"
"park-FB-0143","payment-form-accepted","mobile-app"
"park-FB-0143","payment-app","PayByPhone"
"park-FB-0143","payment-app-url","https://www.paybyphone.com/"
"park-FB-0143","payment-app-id","4376"
"park-FB-0143","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-FB-0143","fee-monthly","$70"
"park-FB-0143","weekday-typical-utilization","102"
"park-FB-0143","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-WR-0053","enclosed","2"
"park-WR-0053","attended","1"
"park-WR-0053","capacity","786"
"park-WR-0053","capacity-accessible","8"
"park-WR-0053","operator","Republic Parking System"
"park-WR-0053","owner","MBTA"
"park-WR-0053","contact","MBTA Customer Support"
"park-WR-0053","contact-url","http://www.parkmbta.com/"
"park-WR-0053","contact-phone","617-222-3200"
"park-WR-0053","address","Washington St at Winter St, Malden 02148"
"park-WR-0053","municipality","Malden"
"park-WR-0053","payment-form-accepted","cash"
"park-WR-0053","payment-form-accepted","credit-debit-card"
"park-WR-0053","payment-form-accepted","invoice"
"park-WR-0053","payment-form-accepted","mobile-app"
"park-WR-0053","payment-app","PayByPhone"
"park-WR-0053","payment-app-url","https://www.paybyphone.com/"
"park-WR-0053","payment-app-id","4278"
"park-WR-0053","fee-daily","$6 PayByPhone, $6.50 invoice"
"park-WR-0053","fee-monthly","$200"
"park-WR-0053","weekday-typical-utilization","786"
"park-WR-0053","weekday-utilization-summary","Insufficient data to determine the time that utilization crosses 90% of capacity"
"park-orhte","enclosed","2"
"park-orhte","attended","1"
"park-orhte","capacity","428"
"park-orhte","capacity-accessible","3"
"park-orhte","operator","Republic Parking System"
"park-orhte","owner","MBTA"
"park-orhte","contact","MBTA Customer Support"
"park-orhte","contact-url","http://www.parkmbta.com/"
"park-orhte","contact-phone","617-222-3200"
"park-orhte","address","1000 Bennington St, East Boston, MA 02128"
"park-orhte","municipality","Boston"
"park-orhte","payment-form-accepted","cash"
"park-orhte","payment-form-accepted","invoice"
"park-orhte","payment-form-accepted","mobile-app"
"park-orhte","payment-app","PayByPhone"
"park-orhte","payment-app-url","https://www.paybyphone.com/"
"park-orhte","payment-app-id","4388"
"park-orhte","fee-daily","$5 PayByPhone, $5.50 invoice"
"park-orhte","fee-monthly","$105"
"park-orhte","weekday-typical-utilization","329"
"park-orhte","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-PB-0356","enclosed","2"
"park-PB-0356","attended","2"
"park-PB-0356","capacity","96"
"park-PB-0356","capacity-accessible","4"
"park-PB-0356","operator","Republic Parking System"
"park-PB-0356","owner","MBTA"
"park-PB-0356","contact","MBTA Customer Support"
"park-PB-0356","contact-url","http://www.parkmbta.com/"
"park-PB-0356","contact-phone","617-222-3200"
"park-PB-0356","address","385 Court St, Plymouth, MA 02360"
"park-PB-0356","municipality","Plymouth"
"park-PB-0356","payment-form-accepted","invoice"
"park-PB-0356","payment-form-accepted","mobile-app"
"park-PB-0356","payment-app","PayByPhone"
"park-PB-0356","payment-app-url","https://www.paybyphone.com/"
"park-PB-0356","payment-app-id","4465"
"park-PB-0356","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-PB-0356","fee-monthly","$70"
"park-PB-0356","weekday-typical-utilization","2"
"park-PB-0356","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-NEC-1851-garage","enclosed","1"
"park-NEC-1851-garage","attended","1"
"park-NEC-1851-garage","capacity","330"
"park-NEC-1851-garage","capacity-accessible","13"
"park-NEC-1851-garage","operator","Metropark"
"park-NEC-1851-garage","owner","Private"
"park-NEC-1851-garage","contact","Metropark"
"park-NEC-1851-garage","contact-url","http://www.metroparkltd.com/"
"park-NEC-1851-garage","contact-phone","401-274-9290"
"park-NEC-1851-garage","address","100 Gaspee St Providence, RI 02903"
"park-NEC-1851-garage","municipality","Providence"
"park-NEC-1851-garage","payment-form-accepted","cash"
"park-NEC-1851-garage","payment-form-accepted","credit-debit-card"
"park-NEC-1851-garage","fee-daily","N/A"
"park-NEC-1851-garage","fee-monthly","$170 for full book (23 coupons), $105 for half book (12 coupons)"
"park-NEC-1851-garage","note","Metropark is responsible for parking maintenance, payments, and snow removal."
"park-qamnl-garage","enclosed","1"
"park-qamnl-garage","attended","1"
"park-qamnl-garage","capacity","2513"
"park-qamnl-garage","capacity-accessible","34"
"park-qamnl-garage","operator","Republic Parking System"
"park-qamnl-garage","owner","MBTA"
"park-qamnl-garage","contact","MBTA Customer Support"
"park-qamnl-garage","contact-url","http://www.parkmbta.com/"
"park-qamnl-garage","contact-phone","617-222-3200"
"park-qamnl-garage","address","Burgin Parkway at Centre St, Quincy, MA 02169"
"park-qamnl-garage","municipality","Quincy"
"park-qamnl-garage","payment-form-accepted","cash"
"park-qamnl-garage","payment-form-accepted","credit-debit-card"
"park-qamnl-garage","payment-form-accepted","invoice"
"park-qamnl-garage","payment-form-accepted","smartcard"
"park-qamnl-garage","payment-form-accepted","mobile-app"
"park-qamnl-garage","payment-app","PayByPhone"
"park-qamnl-garage","payment-app-url","https://www.paybyphone.com/"
"park-qamnl-garage","payment-app-id","4466"
"park-qamnl-garage","fee-daily","$7 for first 24 hours, $8 for each additional 24 hours"
"park-qamnl-garage","weekday-utilization-summary","No data"
"ev-qamnl-garage","capacity","2"
"park-WR-0120","enclosed","2"
"park-WR-0120","attended","2"
"park-WR-0120","capacity","71"
"park-WR-0120","capacity-accessible","2"
"park-WR-0120","operator","Republic Parking System"
"park-WR-0120","owner","MBTA"
"park-WR-0120","contact","MBTA Customer Support"
"park-WR-0120","contact-url","http://www.parkmbta.com/"
"park-WR-0120","contact-phone","617-222-3200"
"park-WR-0120","address","35 Lincoln St, Reading, MA 01867"
"park-WR-0120","municipality","Reading"
"park-WR-0120","payment-form-accepted","invoice"
"park-WR-0120","payment-form-accepted","mobile-app"
"park-WR-0120","payment-app","PayByPhone"
"park-WR-0120","payment-app-url","https://www.paybyphone.com/"
"park-WR-0120","payment-app-id","4279"
"park-WR-0120","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-WR-0120","fee-monthly","$70"
"park-WR-0120","weekday-typical-utilization","64"
"park-WR-0120","weekday-utilization-summary","Arrive before a certain time"
"park-WR-0120","weekday-arrive-before","10:30:00"
"park-DB-0095","enclosed","2"
"park-DB-0095","attended","2"
"park-DB-0095","capacity","354"
"park-DB-0095","capacity-accessible","15"
"park-DB-0095","operator","Republic Parking System"
"park-DB-0095","owner","MBTA"
"park-DB-0095","contact","MBTA Customer Support"
"park-DB-0095","contact-url","http://www.parkmbta.com/"
"park-DB-0095","contact-phone","617-222-3200"
"park-DB-0095","address","1800 Hyde Park Ave, Hyde Park, MA 02136"
"park-DB-0095","municipality","Boston"
"park-DB-0095","payment-form-accepted","invoice"
"park-DB-0095","payment-form-accepted","mobile-app"
"park-DB-0095","payment-app","PayByPhone"
"park-DB-0095","payment-app-url","https://www.paybyphone.com/"
"park-DB-0095","payment-app-id","4377"
"park-DB-0095","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-DB-0095","fee-monthly","$70"
"park-DB-0095","weekday-typical-utilization","130"
"park-DB-0095","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-river","enclosed","2"
"park-river","attended","1"
"park-river","capacity","731"
"park-river","capacity-accessible","22"
"park-river","operator","Republic Parking System"
"park-river","owner","MBTA"
"park-river","contact","MBTA Customer Support"
"park-river","contact-url","http://www.parkmbta.com/"
"park-river","contact-phone","617-222-3200"
"park-river","address","367 Grove St, off Route 128, Newton, MA 02466"
"park-river","municipality","Newton"
"park-river","payment-form-accepted","cash"
"park-river","payment-form-accepted","credit-debit-card"
"park-river","payment-form-accepted","invoice"
"park-river","payment-form-accepted","mobile-app"
"park-river","payment-app","PayByPhone"
"park-river","payment-app-url","https://www.paybyphone.com/"
"park-river","payment-app-id","4372"
"park-river","fee-daily","$6 PayByPhone, $6.50 invoice"
"park-river","fee-monthly","$125"
"park-river","weekday-typical-utilization","624"
"park-river","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-GB-0353","enclosed","2"
"park-GB-0353","attended","2"
"park-GB-0353","capacity","88"
"park-GB-0353","operator","Town of Rockport"
"park-GB-0353","owner","City/Town"
"park-GB-0353","contact","Town of Rockport, Parking Clerk"
"park-GB-0353","contact-url","https://www.rockportma.gov/parking-clerk"
"park-GB-0353","contact-phone","978-546-6648"
"park-GB-0353","address","17 Railroad Ave, Rockport, MA 01966"
"park-GB-0353","municipality","Rockport"
"park-GB-0353","fee-daily","free"
"park-GB-0353","note","Town of Rockport is responsible for parking maintenance, payments, and snow removal."
"park-NB-0064","enclosed","2"
"park-NB-0064","attended","2"
"park-NB-0064","capacity","152"
"park-NB-0064","capacity-accessible","4"
"park-NB-0064","operator","Republic Parking System"
"park-NB-0064","owner","MBTA"
"park-NB-0064","contact","MBTA Customer Support"
"park-NB-0064","contact-url","http://www.parkmbta.com/"
"park-NB-0064","contact-phone","617-222-3200"
"park-NB-0064","address","1 Belgrade Ave, Roslindale, MA 02131"
"park-NB-0064","municipality","Boston"
"park-NB-0064","payment-form-accepted","invoice"
"park-NB-0064","payment-form-accepted","mobile-app"
"park-NB-0064","payment-app","PayByPhone"
"park-NB-0064","payment-app-url","https://www.paybyphone.com/"
"park-NB-0064","payment-app-id","4379"
"park-NB-0064","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-NB-0064","fee-monthly","$70"
"park-NB-0064","weekday-typical-utilization","88"
"park-NB-0064","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-NEC-2173-garage","enclosed","1"
"park-NEC-2173-garage","attended","1"
"park-NEC-2173-garage","capacity","2589"
"park-NEC-2173-garage","capacity-accessible","44"
"park-NEC-2173-garage","operator","Republic Parking System"
"park-NEC-2173-garage","owner","MBTA"
"park-NEC-2173-garage","contact","MBTA Customer Support"
"park-NEC-2173-garage","contact-url","http://www.parkmbta.com/"
"park-NEC-2173-garage","contact-phone","617-222-3200"
"park-NEC-2173-garage","address","50 University Ave, Westwood, MA 02090"
"park-NEC-2173-garage","municipality","Westwood"
"park-NEC-2173-garage","payment-form-accepted","cash"
"park-NEC-2173-garage","payment-form-accepted","credit-debit-card"
"park-NEC-2173-garage","payment-form-accepted","e-zpass"
"park-NEC-2173-garage","payment-form-accepted","smartcard"
"park-NEC-2173-garage","fee-daily","$7 for first 14 hours, $14 for 14-24 hours"
"park-NEC-2173-garage","weekday-utilization-summary","No data"
"ev-NEC-2173-garage","capacity","4"
"park-ER-0312","enclosed","2"
"park-ER-0312","attended","2"
"park-ER-0312","capacity","282"
"park-ER-0312","capacity-accessible","7"
"park-ER-0312","operator","Republic Parking System"
"park-ER-0312","owner","MBTA"
"park-ER-0312","contact","MBTA Customer Support"
"park-ER-0312","contact-url","http://www.parkmbta.com/"
"park-ER-0312","contact-phone","617-222-3200"
"park-ER-0312","address","70 Railroad Ave, Rowley, MA 01969"
"park-ER-0312","municipality","Rowley"
"park-ER-0312","payment-form-accepted","invoice"
"park-ER-0312","payment-form-accepted","mobile-app"
"park-ER-0312","payment-app","PayByPhone"
"park-ER-0312","payment-app-url","https://www.paybyphone.com/"
"park-ER-0312","payment-app-id","4243"
"park-ER-0312","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-ER-0312","fee-monthly","$70"
"park-ER-0312","weekday-typical-utilization","42"
"park-ER-0312","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-FR-0253","enclosed","2"
"park-FR-0253","attended","2"
"park-FR-0253","capacity","287"
"park-FR-0253","capacity-accessible","9"
"park-FR-0253","operator","Town of Acton"
"park-FR-0253","owner","City/Town"
"park-FR-0253","contact","Town of Acton, Parking Clerk"
"park-FR-0253","contact-url","http://www.acton-ma.gov/127/South-Acton-Commuter-Lot"
"park-FR-0253","contact-phone","978-929-6622"
"park-FR-0253","address","4 Central St, Acton, MA 01720"
"park-FR-0253","municipality","Acton"
"park-FR-0253","payment-form-accepted","cash"
"park-FR-0253","payment-form-accepted","mobile-app"
"park-FR-0253","payment-app","PassportParking"
"park-FR-0253","payment-app-url","https://ppprk.com/park/"
"park-FR-0253","payment-app-id","1723"
"park-FR-0253","fee-daily","$5 weekdays 6AM - 12 PM"
"park-FR-0253","note","Town of Acton is responsible for parking maintenance, payments, and snow removal."
"park-ER-0168-garage","enclosed","1"
"park-ER-0168-garage","attended","1"
"park-ER-0168-garage","capacity","696"
"park-ER-0168-garage","capacity-accessible","16"
"park-ER-0168-garage","operator","Republic Parking System"
"park-ER-0168-garage","owner","MBTA"
"park-ER-0168-garage","contact","MBTA Customer Support"
"park-ER-0168-garage","contact-url","http://www.parkmbta.com/"
"park-ER-0168-garage","contact-phone","617-222-3200"
"park-ER-0168-garage","address","252 Bridge St, Salem, MA 01970"
"park-ER-0168-garage","municipality","Salem"
"park-ER-0168-garage","payment-form-accepted","cash"
"park-ER-0168-garage","payment-form-accepted","credit-debit-card"
"park-ER-0168-garage","payment-form-accepted","smartcard"
"park-ER-0168-garage","fee-daily","$5 for first 14 hours, $12 for 14-24 hours"
"park-ER-0168-garage","weekday-utilization-summary","No data"
"ev-ER-0168-garage","capacity","4"
"park-shmnl","enclosed","2"
"park-shmnl","attended","2"
"park-shmnl","capacity","15"
"park-shmnl","capacity-accessible","2"
"park-shmnl","operator","Republic Parking System"
"park-shmnl","owner","MBTA"
"park-shmnl","contact","MBTA Customer Support"
"park-shmnl","contact-url","http://www.parkmbta.com/"
"park-shmnl","contact-phone","617-222-3200"
"park-shmnl","address","125 Savin Hill Ave, Dorchester, MA 02124"
"park-shmnl","municipality","Boston"
"park-shmnl","payment-form-accepted","invoice"
"park-shmnl","payment-form-accepted","mobile-app"
"park-shmnl","payment-app","PayByPhone"
"park-shmnl","payment-app-url","https://www.paybyphone.com/"
"park-shmnl","payment-app-id","4468"
"park-shmnl","fee-daily","$5 PayByPhone, $5.50 invoice"
"park-shmnl","weekday-typical-utilization","11"
"park-shmnl","weekday-utilization-summary","Utilization never crosses 90% of capacity"
"park-NEC-2108","enclosed","2"
"park-NEC-2108","attended","2"
"park-NEC-2108","capacity","542"
"park-NEC-2108","operator","Town of Sharon"
"park-NEC-2108","owner","City/Town"
"park-NEC-2108","contact","Sharon City Hall Systems"
"park-NEC-2108","contact-url","https://www.townofsharon.net/home/pages/railroad-parking"
"park-NEC-2108","contact-phone","508-381-5456"
"park-NEC-2108","address","1 Upland Rd, Sharon, MA 02067"
"park-NEC-2108","municipality","Sharon"
"park-NEC-2108","payment-form-accepted","credit-debit-card"
"park-NEC-2108","payment-form-accepted","mobile-app"
"park-NEC-2108","payment-app","PayByPhone"
"park-NEC-2108","payment-app-url","https://www.paybyphone.com/"
"park-NEC-2108","payment-app-id","2232"
"park-NEC-2108","fee-daily","$4"
"park-NEC-2108","note","Town of Sharon is responsible for parking maintenance, payments, and snow removal."
"park-FR-0394","enclosed","2"
"park-FR-0394","attended","2"
"park-FR-0394","capacity","25"
"park-FR-0394","operator","Town of Shirley"
"park-FR-0394","owner","City/Town"
"park-FR-0394","contact","Shirley Town Hall"
"park-FR-0394","contact-url","http://www.shirley-ma.gov"
"park-FR-0394","contact-phone","978-425-2600"
"park-FR-0394","address","Ayer Rd and Phoenix St, Shirley, MA 01464"
"park-FR-0394","municipality","Shirley"
"park-FR-0394","fee-daily","free"
"park-FR-0394","note","Town of Shirley is responsible for parking maintenance, payments, and snow removal."
"park-NEC-1919","enclosed","2"
"park-NEC-1919","attended","2"
"park-NEC-1919","capacity","568"
"park-NEC-1919","capacity-accessible","14"
"park-NEC-1919","operator","Republic Parking System"
"park-NEC-1919","owner","MBTA"
"park-NEC-1919","contact","MBTA Customer Support"
"park-NEC-1919","contact-url","http://www.parkmbta.com/"
"park-NEC-1919","contact-phone","617-222-3200"
"park-NEC-1919","address","1315 Newport Ave, Attleboro, MA 02703"
"park-NEC-1919","municipality","Attleboro"
"park-NEC-1919","payment-form-accepted","invoice"
"park-NEC-1919","payment-form-accepted","mobile-app"
"park-NEC-1919","payment-app","PayByPhone"
"park-NEC-1919","payment-app-url","https://www.paybyphone.com/"
"park-NEC-1919","payment-app-id","4380"
"park-NEC-1919","fee-daily","$4 PayByPhone, $4.50 invoice"
"park-NEC-1919","fee-monthly","$70"
"park-NEC-1919","weekday-typical-utilization","568"
"park-NEC-1919","weekday-utilization-summary","Arrive before a certain time"
"park-NEC-1919","weekday-arrive-before","06:30:00"
"park-PB-0158","enclosed","2"
"park-PB-0158","attended","2"
"park-PB-0158","capacity","697"
"park-PB-0158","capacity-accessible","9"
"park-PB-0158","operator","Republic Parking System"
"park-PB-0158","owner","MBTA"
"park-PB-0158","contact","MBTA Customer Support"
"park-PB-0158","contact-url","http://www.parkmbta.com/"
"park-PB-0158","contact-phone","617-222-3200"
"park-PB-0158","address","89 Trotter Rd, Weymouth, MA 02190"
"park-PB-0158","municipality","Weymouth"
